Topic-1,Topic-2,Correlation
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-9,0.686
,,
9607026-3,9609017-13,0.693
,,
9607026-3,9609017-13,0.693
,,
9607026-3,9609017-13,0.693
,,
9607026-3,9609017-13,0.693
,,
9607026-3,9609017-13,0.693
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9607026-18,9609017-10,0.616
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-16,0.635
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-18,0.712
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-5,9612157-13,0.75
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-7,9612157-18,0.483
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-9,9612157-13,0.532
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-13,9612157-18,0.617
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9609017-10,9612157-13,0.603
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-16,9703030-16,0.639
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-18,9703030-14,0.596
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-14,0.628
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9612157-13,9703030-16,0.689
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-14,9707093-7,0.603
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9703030-16,9707093-5,0.642
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-7,9803196-0,0.474
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9707093-5,9803196-0,0.562
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-10,0.695
,,
9803196-0,9907152-15,0.75
,,
9803196-0,9907152-17,0.751
,,
9803196-0,9907152-12,0.76
,,
9803196-0,9907152-12,0.76
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
,,
9907152-15,211257-13,0.638
,,
9907152-17,211257-14,0.719
,,
9907152-12,211257-14,0.65
,,
9907152-12,211257-13,0.698
,,
9907152-10,211257-0,0.64
